id,name,area,experience,description,key_skills,employer,alternate_url,from,to,currency
77090228,Разработчик Python,Москва,От 3 до 6 лет,"Сейчас мы ищем python разработчика в команду для платформенных задач. Это внутренние сервисы (работа с файлами) и автоматизация процессов (ценообразование), а также реализация интеграционных обменов между системами. Обязанности:  Создавать сервисы, контролировать качество выпускаемого кода (совместно с тестировщиками); Автоматизировать штатные процедуры CI/CD (с помощью DevOps - инженеров); Обеспечивать максимально прозрачную работу систем (через логирование и мониторинг).  Требования:  Опыт разработки Python от 3-х лет; Unit-тесты, написание API, и документирование в Swagger; Опыт работы с ELK, и K8s - приветствуется; Знание SQL, Django - приветствуется; Критическое мышление, data-driven подход в работе; Желание развиваться и изучать новое.  Условия:  Официальное оформление с первого рабочего дня; Полностью белая заработная плата, фиксированный доход; ДМС; Удаленный график. ","['Python', 'Django', 'API', 'DRF', 'scrapy', 'Swagger', 'PostgreSQL', 'Git', 'ELK']",3LOGIC GROUP,https://hh.ru/vacancy/77090228,,,
77061996,Разработчик Python / Django (Middle),Москва,От 3 до 6 лет,"AlfaBit.Group - это современная компания по разработке собственных IT-продуктов в сфере цифровой экономики. Аккредитованная IT-компания В данный момент мы расширяем команду разработки в нашей экосистеме и ищем опытного разработчика Python/Django. Сейчас идет набор в команды по 3 направлениям:  Exchange Pay Wallet  Основные задачи:  Участие в разработке проектов; Разработка backend (REST API ) для сервисов, как в рамках новых проектов, так и для уже существующих; Участие в планировании и декомпозиции задач, своевременное их выполнение; Понимать продукт, вникать в бизнес-процессы; Предлагать архитектурные решения, участвовать в проектировании архитектуры продукта; Мониторить производительность, оптимизировать где нужно; Ведение технической документации;  Требования к кандидату:  Отличное знание Python, Django, Celery, PostgreSQL, Redis, ClickHouse (желателен опыт работы от 3-х лет); Опыт написания unit-тестов; Знание SQL (в частности, PostgreSQL) умение оптимизировать запросы, умение писать запросы без ORM; Опыт работы с микросервисной архитектурой;   Понимание принципов взаимодействия между различными сервисами (где можно обойтись API, а где лучше применять очереди, etc);   Понимание принципов работы с распределёнными брокерами сообщений (Kafka / RabbitMQ);   Владение ООП, SOLID; Понимание основных паттернов проектирования и умение их применять; Знание технологий и принципов сетевого взаимодействия (HTTP(s), RPC, gRPC, REST API); Владение основными инструментами разработки (Git, Docker, Linux, etc.);  Мы предлагаем:  Гибкий график, возможна удаленная работа; Возможность посещать конференции, митапы и другие мероприятия за счет компании; Варианты оформления трудовых отношений подбираются индивидуально, исходя из пожеланий кандидата; Сильная команда с продуктовым подходом; ","['Python', 'Linux', 'Django Framework', 'PostgreSQL', 'Redis', 'ООП', 'Celery', 'Django', 'ClickHouse', 'Docker-compose', 'Git']",AlfaBit.Group,https://hh.ru/vacancy/77061996,150000.0,200000.0,RUR
77121880,Python Backend Developer / Data Engineer,Москва,От 1 года до 3 лет,"DataGo! (ex OWOX Russia) — одна из сильнейших команд в сфере маркетинговой аналитики в СНГ со своими собственными продуктами, решениями и центром экспертизы с многолетним опытом. DataGo! дает качественные данные аналитикам и прикладные отчеты маркетологам и product менеджерам. • Нам доверяют более 100 крупнейших клиентов РФ в сферах: E-commerce, Banking, Telecom, Pharma. • Официальный партнер Яндекс.Метрика и Яндекс.Cloud. • Самое большое количество успешных кейсов с использованием Google Cloud и Google Analytics среди всех партнеров Google в СНГ. Сейчас мы ищем человека с опытом на стыке бэкенд-разработки и дата-инженерии, который усилит нашу продуктовую команду и попадет в самое сердце разработки DataGo! Чем предстоит заниматься:  Разрабатывать и улучшать наш продукт – стриминг данных – с помощью FastAPI; Сервис высоконагруженный – около 4000 RPS; Работать с интеграциями – разрабатывать коннекторы и пайплайны на aiohttp, asyncio; Собирать, обрабатывать и доставлять данные в базы заказчиков (CLickhouse/GBQ) с помощью Airflow.  Для нас важно:  Наличие опыта разработки на Python (Pandas, Numpy), с асинхронным стэком в частности (FastAPI, asyncio, iohttp) – от 2-ух лет; Опыт работы с БД: Clickhouse, PostgreSQL, будет плюсом – GBQ; Опыт разработки и общее понимание архитектуры высоконагруженных, масштабируемых сервисов; Навыки работы с виртуальными машинами, Сelery, Redis, RabbitMQ, Nginx; Навыки работы с облачными серверами – Google Cloud, Яндекс Облако.  Что мы предлагаем:  Оформление в аккредитованную ИТ-компанию со всеми преимуществами или оформление сотрудничества за рубежом, в любом случае - полностью удаленная работа из любой точки мира; Конкурентную заработную плату до 250 000 рублей на руки; Возможность работать в команде, которая сохранила дух стартапа – нас немного, мы очень классные и не позволяем никакой бюрократии влезать в наши процессы.  Если считаешь, что все вышесказанное про тебя — ждём отклик!","['Python', 'asyncio', 'aiohttp', 'FastAPI', 'Pandas', 'Numpy', 'ClickHouse', 'PostgreSQL', 'Google BigQuery', 'Celery', 'Nginx', 'Pytest']",DataGo!,https://hh.ru/vacancy/77121880,,250000.0,RUR
77024939,Python разработчик,Москва,От 3 до 6 лет,"Описание проекта: Система финансового мониторинга использования виртуальных ресурсов. Позволяет ИТ-подразделениям крупных компаний отслеживать затраты на сервисы и приложения в облачных и гетерогенных средах. Задачи:  Разработка и редактирование backend части для работы web-приложения; Разработка интеграции с другими компонентами системы; Взаимодействие с frontend разработчиками для согласования схем API; Участие в обсуждении задач.  Требования:  Опыт разработки на Python 3+ от 2 лет; Хорошее знание Django, PostgresSQL; Знание основных шаблонов проектирование и архитектур построения приложений; Опыт разработки RestAPI (желательно DRF); Опыт работы с docker; Опыт написания и оптимизации SQL запросов; Общий опыт разработки бекенд приложений от 3 лет; Знание и опыт работы с git.  Условия:   График работы: с 10.00 до 19.00;   Формат работы: удаленная работа;   Оформление по ТК РФ(опционально: штат, ИП, самозанятый).Резюме без коммерческого опыта разработки от 2-х лет рассматриваться не будут! Большая просьба подобные не направлять!  ","['Python', 'SQL', 'PostgreSQL', 'Git', 'API']",Dinord,https://hh.ru/vacancy/77024939,,,
76981803,DevOps engineer,Екатеринбург,От 3 до 6 лет,"Привет! Мы - ГК Goodt - компания-разработчик HR-tech решений для крупного бизнеса. Мы имеем сильный бэкграунд - входим в ГК Ланит. При этом у нас очень простая иерархия и свободное общение между командами, а также между разработчиками и руководством. Мы создаем WFM-платформу для управления рабочими процессами в компаниях с большой долей массового персонала, в частности, в крупных ритейл-компаниях. Нашим продуктом пользуются Почта России, X5 Retail Group, Inventive Retail Group, торговая сеть Магнит. Мы создаем продукт и развиваем его, не занимаемся кастомной разработкой. Под фронтенд, бэкенд, техподдержку, девопс, тестирование у нас есть отдельные команды - так что никаких непрофильных задач. В состав платформы Goodt входят три продукта. 1. Goodt Time WFM-cистема для расчета оптимальной численности и планирования графиков массового персонала.2. Goodt Clock Платформа кадровых сервисов для штатных сотрудников и аутсорс-персонала и биометричеcкий терминал для учета времени и контроля дисциплины.3. Goodt Robusta. Система корпоративной геймификации для увеличения производительности труда. Обязанности:  Администрирование серверов. Мониторинг, безопасность. Написание скриптов + небольшого кода Автоматизация процессов. Взаимодействие с другими инженерами devops. Поддержка имеющейся инфраструктуры. Ci\Cd процессы. Поддержка клиентов компании.  Требования:  Опыт работы в сфере IT Базовые знание web технологий. Знание сетевого стека. Linux, win на уровне администратора. Скриптинг ( умение читать код). Базовые знания по контейнерам. Высокой уровень траблшутинга. Знание систем управления конфигурациями ( ansible ) В идеале знание одного из языков программирования. Знание систем мониторинга, логирования. Самостоятельность, (умение погрузиться в задачу и доделать ее до конца.  Стек:99% серверная часть на centos.По облакам: vk cloud, google, azure, будтет скоро aws.По ci/di: bitbucket, jenkins, artifactory, nexus.Для выкатки и настройки серверов - ansible.Скриптинг: bash, python.Мониторинг: zabbix, prometheus, grafana.Логирование: elk стек.Для сборки, стейджинга-дев, используем docker, управляем kubernates. Основные задачи, которые будет необходимо решать:  Автоматизация Ci/cd Облачные технологии Администрирование серверов ( nix, win) K8s, контейнеризация. DevSecOps  Условия: - Работа в крупной и стабильной IT компании. - Официальное оформление по ТК РФ с первого рабочего дня; - Стабильная «белая» заработная плата; - Удаленный формат работы.","['Ansible', 'Linux', 'Управление персоналом', 'Подбор персонала', 'Обучение персонала']",Goodt,https://hh.ru/vacancy/76981803,,,
77021562,DWH разработчик,Москва,От 3 до 6 лет,"Компания - одна из ведущих розничных сетей в России по торговле продуктами питания и не только и лидером по количеству магазинов и географии их расположения. Вместе с тем IT-подразделение строит экосистему компании, автоматизирует 45 распределительных центров, управляет транспортной логистикой, прогнозирует спрос, интегрирует передовые конфигурации ERP, создает продукты для персонализации клиентского опыта. Сейчас данные хранятся в Clickhouse и идет переезд большой части логики на Greenplum. У вас будет привнести свой накопленный опыт в этом направлении. Основная задача - разработка слоев данных хранилищ. Стек технологий: Python, SQL, Airflow, Clickhouse, Greenplum, Spark Что предстоит делать:  Разработка хранилища данных; Решение архитектурных вопросов; Мониторинг загрузки и производительности хранилища данных; Оптимизация хранилища и запросов.  Какой опыт необходим:  Опыт работы разработчиком DWH / разработчиком БД /администратором БД от 3-х лет; Опыт разработки Greenplum обязателен; Уверенное владение SQL; Круто, если есть опыт построения нагруженных хранилищ 10Tb+.  Что предлагает компания:  Стабильная белая заработная плата; Оформление по ТК РФ; Работа в аккредитованной IT-компании; Полностью удаленный формат работы или при желании можно посещать офис (Москва, Краснодар); Расширенная ДМС после испытательного срока; Бонусы и скидки на продукцию компании.  Если вакансия вас заинтересовала - жмите откликнуться :)","['DWH', 'Greenplum', 'SQL', 'Работа с базами данных', 'ETL']","Hi, Rockits!",https://hh.ru/vacancy/77021562,250000.0,,RUR
76978416,Performance engineer,Москва,От 1 года до 3 лет,"Основные задачи: ∙ Разработка и согласование методики нагрузочного тестирования; ∙Разработка средств нагрузочного тестирования – скриптов, эмуляторов, утилит генерации тестовых данных, заглушек; ∙ Разработка тестов на нагрузочное тестирование ∙ Проведение тестирования, сбор и анализ результатов тестирования, поиск «узких» мест ∙ Подготовка отчета по нагрузочному тестированию   Обязательные требования:   • Xml - знание, понимание, xsd-схема; • SQL на уровне запросов к базе; • Теория реляционных БД; • Опыт работы в нагрузочном тестировании не менее 2-х лет; • Опыт подготовки отчетов; • Опытный пользователь Linux и Windows; • Умение работать самостоятельно; • Опыт использования JMeter, LoadRunner, Performance center, Git; • Знание одного из языков (Python, JavaScript, Groovy и т.п.); • Опыт работы с системами учета требований и/или тестовых моделей; • Хороший кругозор в IT области. (Вам знакомы аббревиатуры RDP, RPC, UPD, Stripe и т.п., Вы можете назвать несколько типов файловых систем); • Опыт знакомства с автоматизацией. Условия: Работу в стабильной аккредитованной ИТ компании, основанной в 1992 году; Уровень заработной платы обсуждается; Индивидуальный план развития в рамках ежегодной аттестации; Удаленный формат работы, никакого физического железа; Реализация своих теоретических знаний на практическом боевом проекте; Привлекательный соц. пакет: медстраховка для сотрудника и его детей. Доступ к базе корпоративному порталу «среда развития».  ","['SQL', 'Python', 'Linux', 'Нагрузочное тестирование', 'Jmeter', 'XML', 'Удаленная работа', 'LoadRunner']",IBS,https://hh.ru/vacancy/76978416,,,
77060239,Python Backend Developer (Senior/Remote),Москва,От 1 года до 3 лет,"JetLend - инвестиционная платформа в индустрии краудлендинга, созданная выходцами из Сбербанка, Sberbank CIB и Oliver Wyman. №1 на российском рынке (по объему кредитного портфеля). Мы развиваем интернет-платформу по кредитованию малого и среднего бизнеса напрямую физическими, юридическими лицами и институциональными инвесторами. Малому и среднему бизнесу сложно получить кредит в банке, а рынок облигаций для них закрыт. В свою очередь, доходность для инвесторов по депозитам, акциям и облигациям падает. Мы решаем обе проблемы. В ноябре 2020 г. мы закрыли инвестиционный раунд серии А и начали масштабироваться. За последние 2 года мы выросли в 18 раз, прокредитовав бизнес на 5 млрд рублей. В ближайшее время мы планируем расти с ежегодным темпом в 300% или более. В 2026 мы планируем провести IPO на Мосбирже.   Наши ценности: — Мы стремимся создать глобальную и прибыльную финтех-компанию, способную в будущем потеснить классические банки. — Мы воспринимаем каждого члена команды как партнера, поэтому по итогам года предоставляем всем сотрудникам опцион на долю в компании. — Мы считаем, что каждый партнер является самостоятельным и ответственным за результат: у нас нет микроменеджмента, можно работать из любого удобного места. — Мы крайне заинтересованы в росте и развитии сотрудников. — Мы инвестируем в образование команды, считая обучение приоритетной ценностью. Технологии: — Основной стек: Python 3.8, Django + DRF, MySQL, React — Покрытие тестами основной части кода (>75%), обязательное использование типизации, отсутствие legacy-кода — Continuous Integration для автоматического запуска тестов, линтеров и mypy Обязанности:   Доработка ключевых компонентов системы: личные кабинеты, админка, мобильное приложение, интеграции с внешними источниками, уведомления и т.д.   Интеграция с разработчиками Frontend   Ревью и прием PR от других Backend разработчиков   Требования: Обязательные:   Хорошее знание Python 3.8, Django>=2.0, DRF   Опыт работы с реляционными базами данных (MySQL)   Умение писать юнит-тесты   Опыт промышленной разработки на Python от 1 года   Желательные, но необязательные:   Опыт работы с очередями задач (Celery)   Опыт использования систем контроля версий (Git)   Умение адекватно оценивать трудоёмкость и сроки, соблюдать эти сроки   Способность работать самостоятельно и в команде, взаимодействовать с людьми   Условия:   Оклад + премия + опционная программа   Возможность удаленной работы   Гибкие условия работы, когда главное – результат, а не исполнение формальных требований  ","['Python', 'Django Framework', 'MySQL']",JetLend,https://hh.ru/vacancy/77060239,,300000.0,RUR
76967884,Python Developer,Санкт-Петербург,От 3 до 6 лет,"Just AI одна из лидирующих продуктовых компаний в сфере Conversational AI. Нашими продуктами пользуется около ста крупных российских и ряд международных IT-компаний, телеком-компаний, банков (Yandex, Mail.ru Group, Сбер, МТС, Мегафон, Альфа-банк, HH.ru, Qiwi, BNP Paribas). Наши SAAS платформы и инженерные фреймворки используют более 50 000 разработчиков и малых-средних компаний по всему миру. Наш фокус – технологии понимания естественного языка, инструменты для создания голосовых ассистентов, машинного обучения, speech synthesis and voice cloning и системы управления диалогом, NLU/NLP/DM/ODQA/CDQA. Ввиду расширения R&D команды мы ищем нового коллегу, который займется улучшением и развитием кодовой базы, поддержкой передачи в прод, а также оптимизацией производительности нашей системы Text-to-Speech. В R&D команде, которая занимается вопросами синтеза речи, сейчас работает 4 человека. У нас много задач как на улучшение существующих моделей, так и на тестирование и развитие новых. Ваши будущие задачи:  Улучшение текущей архитектуры решения в контексте автоматического обучения DL-моделей на данных пользователей, а также версионирования и инференса кастомных моделей в высоконагруженной системе. Поддержка передачи кода и моделей в прод. Настройка CI, участие в code review компонент, создаваемых DS-командой. Проведение работ по оптимизации инференса DL-моделей (будет плюсом знание фреймворка Nvidia Triton). Работа с системами версионирования данных, улучшение воспроизводимости экспериментов и обратной совместимости версий кода и DL-моделей.  Наши ожидания:  Опыт профессиональной разработки на Python3 от 3-х лет в контексте разработки ml-сервисов (желательно в NLP-домене). Опыт работы с фреймворком PyTorch. Опыт работы с одной из библиотек: ONNX, TensorRT, ONNX Runtime. Понимание принципов построения и развертывания высоконагруженных сервисов с DL-моделями.  Будет плюсом:  Знание статистики, алгоритмов машинного обучения и теории нейронных сетей. Опыт работы с инструментами MLOps (AirFlow, MLFlow, KubeFlow, DVC, Pachyderm или любыми похожими).  Мы предлагаем:   Интересные проекты, возможность быстрой имплементации результатов исследований в продукты.   Возможности для профессионального роста и обмена опытом как внутри коллектива, так и в рамках внешнего сотрудничества с нашими партнерами, университетами и сообществами.   Работа в нашем офисе в Петербурге или удаленная работа: вы можете работать удаленно. Также мы можем предложить официальное трудоустройство в Казахстане или Армении.   Отличный современный офис с велопарковками, удобными рабочими местами, общими рабочими зонами, фруктами и снеками.   Just AI входит в группы IT-компаний i-Free, объединяющей 16 компаний со штатом около 1000 человек – обилие ивентов по обмену опытом, митапов, возможности для горизонтального развития в компаниях группы.   Помощь в релокации, в подборе подходящего жилья, релокационный бонус (при переезде в Петербург).   Неповторимая корпоративная культура Just AI DNA, вечеринки, совместные кинопросмотры и многое другое…  ","['Python', 'PyTorch', 'ONNX', 'TensorRT', 'ONNX Runtime']",Just AI,https://hh.ru/vacancy/76967884,,,
77082613,Разработчик DWH,Москва,От 3 до 6 лет,"О компании MERLION – крупнейший российский дистрибьютор, мы продаём компьютерную, цифровую и бытовую технику торговым сетям и через собственные торговые марки, обеспечиваем большой, средний и малый бизнес ПО. У нас есть собственное производство компьютеров, офисной мебели, а также логистическая инфраструктура. MERLION – это экосистема сервисов, которые ежедневно помогают нашим клиентам и партнёрам достигать их целей. Компания основана в 1992 году, входит в рейтинг Forbes «200 крупнейших частных компаний России». Масштаб:  более 20 компаний и проектов в холдинге; 920 мировых брендов в дистрибуции; 215 000+ позиций ассортимента; 8 700 активных партнёров (маркетплейсы, производители, ресейллеры, розничные сети, системные интеграторы, СМБ-компании);  Команда В MERLION реализуют свою мощь и талант более 15 000 сотрудников, более 600 человек – это наша IT dream team. IT команда MERLION – это среда для профессионального и личного развития, творчества и нетворкинга. Вместе мы делаем невероятные и крутые проекты, повышаем качество цифровых услуг и высокотехнологичных продуктов. Отдел архитектуры корпоративных данных ищем коллегу! Пожелания:Опыт организации хранилищ данных;Уверенные знания SQL;Опыт работы с MPP базами данных;Опыт работы с AirFlow;Опыт командной разработки и умение использовать системы контроля версий (GitLab);Опыт разработки ETL процессов на Python;Преимуществом будет знание и умение разрабатывать SSAS Tabular кубы. Задачи:Развивать и поддерживать DWH/Lakehouse;Разрабатывать процессы загрузки и трансформы для витрин;Разрабатывать процедуры контроля качества данных;Разрабатывать и оптимизировать сложные SQL-запросы;Оркестрировать процессы в Airflow;Реагировать на инциденты и чинить баги в обычные бизнес часы;Тестировать свой код, рефакторить код и поддерживать читаемость кода и документации; Наш аналитический стек:Microsoft: PowerBI, SSAS Tabular, SSRSMPP аналитическое хранилище данных на основе VerticaБольшие данные веб и e-commerce на Yandex.Cloud Platform, S3, ClickHouseОркестрация на Apache AirflowPython Мы предлагаем  оплата по рынку и выше; гибридный офис или полная удалёнка (по договорённости); офис только что после ремонта, гибкие рабочие места и супер удобная мебель; корпоративная программа лояльности, скидки на товары и услуги партнёров; сильная команда специалистов по разным направлениям; возможность повлиять на цифровую трансформацию крупнейшей российской компании из списка Forbes; фиксированный график 5/2, пн-пт 10:00 – 18:30; официальное трудоустройство в штат компании по ТК РФ.  Почему у нас хорошо?  Стабильность. Компания экономически устойчива и растёт каждый год (за 2020 год рост бизнеса составил 34%). Масштаб. Вы станете участником крупных проектов, полностью меняющих бизнес-процессы и даже бизнесы.   Интерес. Вы попадёте в насыщенную событиями рабочую атмосферу крупной компании. Доверие. Лояльное руководство, отсутствие микроменеджмента. Комфорт. Мы за work-life balance – стараемся жить без переработок и отдыхать в выходные.  Присоединяйтесь!","['DWH', 'SQL', 'MPP', 'AirFlow', 'ETL', 'Python', 'SSAS']",MERLION,https://hh.ru/vacancy/77082613,,,
